epoch,train_loss,val_loss,lr,c_global,c_meso,c_local
1,0.613551910304361,0.42592113947167115,0.0002,0.500432014465332,1.0009520053863525,1.9979335069656372
2,0.5350630578067568,0.4260768373222912,0.0004,0.5004177093505859,0.9999891519546509,1.996950387954712
3,0.5199369990991222,0.4230134303078932,0.0006,0.5004690289497375,1.0001373291015625,1.9968175888061523
4,0.5075951515800423,0.4525686528752832,0.0008,0.50057452917099,1.0000243186950684,1.9963791370391846
5,0.49307151279515693,0.44996752020190744,0.001,0.500579833984375,1.0000662803649902,1.9960509538650513
6,0.48102001920342446,0.4853756226160947,0.0009987820251299122,0.5005903244018555,0.9996557235717773,1.995498538017273
7,0.469118163569106,0.44280999197679405,0.0009951340343707852,0.5005967617034912,0.9997667074203491,1.9952031373977661
8,0.45433996104531815,0.4471249291125466,0.0009890738003669028,0.5006731748580933,1.0000132322311401,1.994765043258667
9,0.4393138520419598,0.4527122404645471,0.0009806308479691594,0.5005308389663696,0.9999449253082275,1.99444580078125
10,0.4209746062755585,0.44570353627204895,0.0009698463103929542,0.5005391836166382,1.0000271797180176,1.9939589500427246
11,0.4043587380813228,0.487367190858897,0.0009567727288213005,0.5005475878715515,1.0000618696212769,1.9933819770812988
12,0.38658324951926865,0.45605038457057057,0.0009414737964294635,0.5005547404289246,1.000207543373108,1.9930799007415771
13,0.3752928745415476,0.4899706805453581,0.0009240240480782129,0.5005696415901184,1.0000416040420532,1.992612361907959
14,0.36382511970069675,0.4586980334099601,0.0009045084971874737,0.5005753040313721,1.000169277191162,1.9923946857452393
15,0.3551458627813392,0.5262416154146194,0.000883022221559489,0.5006902813911438,1.0002596378326416,1.9920047521591187
16,0.3485108690129386,0.5192628345068764,0.0008596699001693256,0.5006681680679321,1.000432014465332,1.9917500019073486
17,0.34171347866455715,0.5171007584123051,0.0008345653031794292,0.5008015036582947,1.0005104541778564,1.9915119409561157
18,0.3363963795204957,0.5167687000597224,0.0008078307376628291,0.5006834268569946,1.0004043579101562,1.9912647008895874
1,0.6117174892789787,0.426127833478591,0.0002,0.5004414916038513,1.0010982751846313,1.998225212097168
2,0.5324694066411919,0.4199121419121237,0.0004,0.501011848449707,1.0009849071502686,1.9976726770401
3,0.5226242735981941,0.42183490711099964,0.0006,0.5019393563270569,0.9988569617271423,1.9970567226409912
4,0.5078134698172411,0.4643094425692278,0.0008,0.5020660161972046,0.9989302158355713,1.9960600137710571
5,0.4904378777576817,0.46877751893856945,0.001,0.5020663142204285,0.9990297555923462,1.9956965446472168
6,0.4759407814178202,0.45856375904644237,0.0009987820251299122,0.5021108984947205,0.9991681575775146,1.9952952861785889
7,0.45893301044901214,0.4619747750899371,0.0009951340343707852,0.5021141171455383,0.9992937445640564,1.9947866201400757
8,0.444384272230996,0.4801905120120329,0.0009890738003669028,0.5021226406097412,0.9996167421340942,1.9944816827774048
9,0.4306600692371527,0.49673610136789437,0.0009806308479691594,0.5021275877952576,0.9996479153633118,1.994004726409912
10,0.4192423947983318,0.44046251125195446,0.0009698463103929542,0.5021360516548157,0.9999005794525146,1.993800401687622
11,0.4067143192721738,0.4983142956214793,0.0009567727288213005,0.5021445751190186,1.0003269910812378,1.9934544563293457
12,0.39391929598318204,0.4837011291700251,0.0009414737964294635,0.5021529793739319,1.0006258487701416,1.993120789527893
13,0.3784191222654449,0.5037567633039811,0.0009240240480782129,0.50216144323349,1.0003660917282104,1.9929325580596924
14,0.36381655285755793,0.4838520568959853,0.0009045084971874737,0.5021699666976929,1.0006310939788818,1.9926021099090576
15,0.34924658172660406,0.539826776174938,0.000883022221559489,0.5021762847900391,1.0007238388061523,1.9922276735305786
16,0.3395057620273696,0.5180633462527219,0.0008596699001693256,0.5021806955337524,1.0008556842803955,1.9920928478240967
17,0.3304888149102529,0.5095801651477814,0.0008345653031794292,0.5021852850914001,1.001259207725525,1.9918339252471924
