epoch,train_loss,val_loss,lr,c_global,c_meso,c_local
1,0.4565152158596419,0.26477334648370743,0.0002,0.500357449054718,0.9986147880554199,1.998543381690979
2,0.2978214606697709,0.23627179116010666,0.0004,0.5018342733383179,0.9977691769599915,1.9986076354980469
3,0.2831104539637196,0.23758881509304047,0.0006,0.5037203431129456,0.9989039897918701,1.9984983205795288
4,0.27935889201080666,0.22650480180978774,0.0008,0.5061433911323547,0.9992296099662781,1.9981695413589478
5,0.27634911142921975,0.22935599625110625,0.001,0.508769690990448,0.999138593673706,1.997691035270691
6,0.2744062004878952,0.22379744708538055,0.0009987820251299122,0.5116944909095764,0.9991422891616821,1.9972999095916748
7,0.2724460145094298,0.22113390475511552,0.0009951340343707852,0.5141758322715759,0.9990421533584595,1.996801495552063
8,0.271177315871434,0.21959015786647795,0.0009890738003669028,0.5166640281677246,0.9990513324737549,1.9963268041610718
9,0.2706492494008198,0.21931666165590286,0.0009806308479691594,0.5191498398780823,0.9988822937011719,1.9958504438400269
10,0.2686097136942663,0.23276135355234145,0.0009698463103929542,0.521571159362793,0.9990146160125732,1.995463490486145
11,0.26767444904769916,0.2236950182914734,0.0009567727288213005,0.5240030884742737,0.9989780783653259,1.9951868057250977
12,0.2668494496948165,0.2140887287259102,0.0009414737964294635,0.5263579487800598,0.9990220069885254,1.994805097579956
13,0.26574915842706426,0.22074924767017365,0.0009240240480782129,0.5289287567138672,0.9990221261978149,1.9946006536483765
14,0.2651973587780421,0.2251116219162941,0.0009045084971874737,0.5313382744789124,0.9989196062088013,1.994232177734375
15,0.26461846571126985,0.2181098699569702,0.000883022221559489,0.5338314175605774,0.9989311695098877,1.9940036535263062
16,0.2642993726578586,0.22900088936090468,0.0008596699001693256,0.536717414855957,0.998859167098999,1.9938864707946777
17,0.2635227809917883,0.22332067251205445,0.0008345653031794292,0.5394779443740845,0.9987713098526001,1.9936902523040771
18,0.26273371067544193,0.216727514564991,0.0008078307376628291,0.5419089794158936,0.9988003969192505,1.9935126304626465
19,0.262064183660099,0.21506016761064528,0.0007795964517353734,0.5445351600646973,0.9987457394599915,1.9934179782867432
20,0.2614752703597185,0.21007744789123536,0.00075,0.5469250679016113,0.9987148642539978,1.993287444114685
21,0.26117315382535167,0.21318504244089126,0.0007191855733945387,0.5494625568389893,0.9986997842788696,1.9932047128677368
22,0.2602865218126466,0.21290589809417726,0.0006873032967079561,0.5512547492980957,0.9987068772315979,1.9931063652038574
23,0.26051636961223457,0.210415281355381,0.0006545084971874737,0.5532422065734863,0.9983997941017151,1.9930312633514404
24,0.2596053573478192,0.2197586041688919,0.0006209609477998338,0.554984450340271,0.99857497215271,1.9929758310317993
25,0.25958456351968195,0.21138529926538469,0.0005868240888334653,0.55666583776474,0.9986026287078857,1.9927570819854736
26,0.2592461826176661,0.2170218750834465,0.0005522642316338268,0.5584485530853271,0.9985182285308838,1.992750883102417
27,0.2588735726486713,0.21367573946714402,0.0005174497483512506,0.5600275993347168,0.9985228180885315,1.9925636053085327
28,0.2585496711664974,0.21370557487010955,0.0004825502516487497,0.5614802241325378,0.9985023140907288,1.9925167560577393
29,0.25821815213923965,0.2149793416261673,0.00044773576836617336,0.5626112818717957,0.9984804391860962,1.9924592971801758
30,0.25776345436753384,0.2102868327498436,0.00041317591116653486,0.5635996460914612,0.9984242916107178,1.9924074411392212
31,0.25767449646968243,0.21046291440725326,0.0003790390522001662,0.5645240545272827,0.9983884692192078,1.992288589477539
32,0.2572911799338911,0.2175924775004387,0.00034549150281252633,0.5655433535575867,0.9984478950500488,1.9922537803649902
33,0.2570406471506256,0.21513122588396072,0.00031269670329204396,0.5662158727645874,0.9984408617019653,1.9922869205474854
34,0.25687832091127377,0.20887062400579454,0.00028081442660546124,0.5667816400527954,0.9983981847763062,1.9921709299087524
35,0.25660050349701813,0.2156890669465065,0.0002500000000000001,0.5673263669013977,0.9984006881713867,1.9922305345535278
36,0.2563624178296526,0.21455783933401107,0.00022040354826462666,0.5677343606948853,0.9983437061309814,1.9921700954437256
37,0.25622968185981704,0.2111687543988228,0.00019216926233717085,0.568173885345459,0.9983410835266113,1.9922035932540894
38,0.2558931363024835,0.21249447762966156,0.00016543469682057105,0.5684258937835693,0.998417317867279,1.992213487625122
39,0.2558749657660393,0.2095542848110199,0.00014033009983067452,0.5686293840408325,0.9983816146850586,1.9921971559524536
40,0.2556513219082048,0.21193995386362074,0.00011697777844051105,0.5688367486000061,0.9984222650527954,1.9922364950180054
41,0.2555611583634496,0.21051571339368821,9.549150281252633e-05,0.5689719915390015,0.9983872175216675,1.9922369718551636
42,0.25534631460355217,0.21433126866817476,7.597595192178702e-05,0.5690962076187134,0.9984275102615356,1.9922668933868408
43,0.25524318944044216,0.21094241738319397,5.852620357053651e-05,0.5691642761230469,0.9984164237976074,1.9922577142715454
44,0.2551184210005282,0.21214561343193053,4.322727117869951e-05,0.569225013256073,0.9983964562416077,1.9922746419906616
45,0.2551053811923164,0.21125277549028396,3.0153689607045842e-05,0.5692828893661499,0.998414158821106,1.9922770261764526
46,0.2550491634825059,0.21170639544725417,1.9369152030840554e-05,0.5692840218544006,0.9984127879142761,1.9922802448272705
47,0.2549198227779892,0.21084031015634536,1.0926199633097156e-05,0.5693159103393555,0.9984161853790283,1.992285132408142
48,0.25491188488543254,0.21083420515060425,4.865965629214819e-06,0.5693175792694092,0.9984196424484253,1.992297649383545
49,0.2548454075336896,0.21085724264383315,1.2179748700879012e-06,0.5693193078041077,0.9984176158905029,1.992299199104309
